id,imageid,year,keywords,_titel,_bemerkung,_ausleihe,_rueckgabe,_digitalisat1,_digitalisat2,_digitalisat3,_opac,_verfasser
259,145486117,1811,"Philosophie,Griechisch",Schulteß. Biblioth. der gr. Philosoph.,"Zusätzlich 1811 in Ausleihjournal Loc A 35.6, Blatt 215 v, im Alphabet der Autoren/Titel unter Buchstabe S als Entleihung J. W. Goethes verzeichnet.",16.11.1811,08.02.1812,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10239372-9,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000470803,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014283209,https://lhwei.gbv.de/DB=2/PPN?PPN=145486117,
260,145486184,1811,"Philosophie,Griechisch",Schulteß. Biblioth. der gr. Philosoph.,"Zusätzlich 1811 in Ausleihjournal Loc A 35.6, Blatt 215 v, im Alphabet der Autoren/Titel unter Buchstabe S als Entleihung J. W. Goethes verzeichnet.",16.11.1811,08.02.1812,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10239374-0,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000470803,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014283209,https://lhwei.gbv.de/DB=2/PPN?PPN=145486184,
261,145486265,1811,"Philosophie,Griechisch",Schulteß. Biblioth. der gr. Philosoph.,"Zusätzlich 1811 in Ausleihjournal Loc A 35.6, Blatt 215 v, im Alphabet der Autoren/Titel unter Buchstabe S als Entleihung J. W. Goethes verzeichnet.",16.11.1811,08.02.1812,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10239375-6,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000470803,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014283209,https://lhwei.gbv.de/DB=2/PPN?PPN=145486265,
262,145615480,1815,"Sprache,Philologie,persisch,arabisch",von Diez Denkwürdigkeiten von Asien. 1 Thl.,,08.01.1815,19.05.1815,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10248725-1,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000491179,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014283805,https://lhwei.gbv.de/DB=2/PPN?PPN=145615480,"Diez, Heinrich Friedrich, von"
263,145895203,1826,"AltGriechisch,Griechisch,Literatur,Sprache,Philologie,altGriechisch",Lucian v. Wieland 1. 2. 4{r} Bd,,06.04.1826,11.04.1826,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10712062-0,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000644509,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014286204,https://lhwei.gbv.de/DB=2/PPN?PPN=145895203,Lucianus <Samosatensis>
264,145914267,1809,"Deutsch,Literatur,Aufklärung,Neuzeit",Sturz Schriften 1 u 2{r} Thl.,Erst in Ausleihjournal Loc A 35.7 Rückgabedatum vermerkt und ausgestrichen. ,12.12.1809,10.03.1810,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10121015-1 ,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000506917,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014282828,https://lhwei.gbv.de/DB=2/PPN?PPN=145914267,"Sturz, Helfrich Peter"
265,14591643X,1823,"Philosophie,Europa,Aufklärung,seit 1700,Theologie,Kirchenlehre,Theologische Schriften,Deutsch,Literatur,Neuzeit",Hamanns Schriften 1-5{r} Bd.,"Zunächst 1-3{r} Bd. geschrieben, später zu ""5{r} Bd."" korrigiert.",25.12.1823,28.06.1824,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10604071-0 ,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000629587,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014285615,https://lhwei.gbv.de/DB=2/PPN?PPN=14591643X,"Hamann, Johann Georg"
266,145916448,1823,"Philosophie,Europa,Aufklärung,seit 1700,Theologie,Kirchenlehre,Theologische Schriften,Deutsch,Literatur,Neuzeit",Hamanns Schriften 1-5{r} Bd.,"Zunächst 1-3{r} Bd. geschrieben, später zu ""5{r} Bd."" korrigiert.",25.12.1823,28.06.1824,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10604072-5 ,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000629587,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014285615,https://lhwei.gbv.de/DB=2/PPN?PPN=145916448,"Hamann, Johann Georg"
267,146016610,1810,"Kunst,Ästhetik,Bildende Kunst,Malerei,Einzelne Künstler,Naturwissenschaften,Technik,Physik,Optik,Farbenlehre",Runge über die Farbenkugel. ,"Zusätzlich 1810 in Ausleihjournal Loc A 35.6, Blatt 187 r, im Alphabet der Autoren/Titel unter Buchstabe R als Entleihung J. W. Goethes verzeichnet.Titelblatt: ""Mit einem Kupfer, und einer beygefügten Farbentafel"" = Beilage. Zur Zeit der Entleihung Goethes vermutlich noch im Buch enthalten, daher nicht extra aufgeführt. Jetzt getrennt unter den Signaturen Cc 5 : 43 (1) und Cc 5 : 43 (2) im Goethe-Nationalmuseum verwahrt. ",21.03.1810,12.05.1810,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10058693-3 ,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000470773,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014282984,https://lhwei.gbv.de/DB=2/PPN?PPN=146016610,"Runge, Philipp Otto "
268,146063910,1815,"Kunst,Ästhetik,Bildende Kunst,Malerei,Epochenübergreifend",Fiorillo Geschichte der zeichnenden Künste in Deutschland 1{r} Thl,Erst in Ausleihjournal Loc A 35.9 Rückgabedatum vermerkt und ausgestrichen. ,11.11.1815,24.07.1816,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10258209-6,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000491193,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014283965,https://lhwei.gbv.de/DB=2/PPN?PPN=146063910,"Fiorillo, Johann Dominik"
269,146128192,1816,"Kunst,Ästhetik,Bildende Kunst,Malerei,Einzelne Künstler",Füsslis Biographie Raphaels,"In Ausleihjournal Loc A 35.9 aufgeführt in einem gemeinsamen Verzeichnis ""Ihro Excellenz Staatsminister von Goethe und Frau Geheimeräthin"".",08.01.1816,23.01.1816,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10050054-1 ,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000602198,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014284002,https://lhwei.gbv.de/DB=2/PPN?PPN=146128192,"Füssli, Johann Heinrich"
270,146169395,1820,"Theologie,Kirchenlehre",Roland (Mme) Oeuvres. T. I-III. 3 Vol,,14.02.1820,22.03.1820,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10605711-9 ,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000612934,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014285017,https://lhwei.gbv.de/DB=2/PPN?PPN=146169395,"Roland de la Platière, Jeanne-Marie"
271,146169409,1820,"Theologie,Kirchenlehre",Roland (Mme) Oeuvres. T. I-III. 3 Vol,,14.02.1820,22.03.1820,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10605712-5,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000612934,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014285017,https://lhwei.gbv.de/DB=2/PPN?PPN=146169409,"Roland de la Platière, Jeanne-Marie"
272,146169417,1820,"Theologie,Kirchenlehre",Roland (Mme) Oeuvres. T. I-III. 3 Vol,,14.02.1820,22.03.1820,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10605713-0 ,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000612934,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014285017,https://lhwei.gbv.de/DB=2/PPN?PPN=146169417,"Roland de la Platière, Jeanne-Marie"
273,146180402,1820,"Biographien,Memoiren,Leichenpredigten,Briefe,Sammelwerke",Bartsch Catalogue des Estampes de Rembrandt T. 1. 2 1. Vol.,Erst in Ausleihjournal Loc A 35.12 Rückgabedatum vermerkt und ausgestrichen.,16.11.1820,27.01.1821,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10259045-4,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000612960,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014285167,https://lhwei.gbv.de/DB=2/PPN?PPN=146180402,"Gersaint, Edme François"
274,146180410,1820,"Biographien,Memoiren,Leichenpredigten,Briefe,Sammelwerke",Bartsch Catalogue des Estampes de Rembrandt T. 1. 2 1. Vol.,Erst in Ausleihjournal Loc A 35.12 Rückgabedatum vermerkt und ausgestrichen.,16.11.1820,27.01.1821,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10259046-9 ,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000612960,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014285167,https://lhwei.gbv.de/DB=2/PPN?PPN=146180410,"Gersaint, Edme François"
275,146224655,1814,"Biographien,Memoiren,Leichenpredigten,Briefe,Einzelne Personen,Kunst,Ästhetik,Bildende Kunst,Malerei,Einzelne Künstler",Schöbers Albr. Dürers Leben pp.,,19.01.1814,20.01.1814,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10015023-6,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000491153,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014283640,https://lhwei.gbv.de/DB=2/PPN?PPN=146224655,"Schöber, David Gottfried "
276,146300238,1809,"Kunst,Ästhetik,Bildende Kunst,Graphik",Füßli Kupferstichs Verzeichniß. 1. 2. B.,,06.09.1809,09.10.1809,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10258231-5,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000506917,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014282754,https://lhwei.gbv.de/DB=2/PPN?PPN=146300238,"Füssli, Johann Rudolf"
277,146300246,1809,"Kunst,Ästhetik,Bildende Kunst,Graphik",Füßli Kupferstichs Verzeichniß. 1. 2. B.,,06.09.1809,09.10.1809,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10258232-0,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000506917,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014282754,https://lhwei.gbv.de/DB=2/PPN?PPN=146300246,"Füssli, Johann Rudolf"
278,146300289,1816,"Geographie,Reisebeschreibungen,Europa,Italien,Spanien,Portugal,Kunst,Ästhetik,Bildende Kunst,Graphik",Bartsch Peintre Graveur Tom. 1-13. 9 Vol.,,18.03.1816,24.07.1816,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10259107-9,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000602205,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014284083,https://lhwei.gbv.de/DB=2/PPN?PPN=146300289,"Bartsch, Adam, von "
279,146300297,1816,"Geographie,Reisebeschreibungen,Europa,Italien,Spanien,Portugal,Kunst,Ästhetik,Bildende Kunst,Graphik",Bartsch Peintre Graveur Tom. 1-13. 9 Vol.,,18.03.1816,24.07.1816,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb11007383-2 ,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000602205,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014284083,https://lhwei.gbv.de/DB=2/PPN?PPN=146300297,"Bartsch, Adam, von "
280,146300300,1816,"Geographie,Reisebeschreibungen,Europa,Italien,Spanien,Portugal,Kunst,Ästhetik,Bildende Kunst,Graphik",Bartsch Peintre Graveur Tom. 1-13. 9 Vol.,,18.03.1816,24.07.1816,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb11007384-8 ,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000602205,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014284083,https://lhwei.gbv.de/DB=2/PPN?PPN=146300300,"Bartsch, Adam, von "
281,146300319,1816,"Geographie,Reisebeschreibungen,Europa,Italien,Spanien,Portugal,Kunst,Ästhetik,Bildende Kunst,Graphik",Bartsch Peintre Graveur Tom. 1-13. 9 Vol.,,18.03.1816,24.07.1816,"http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10259110-6
",https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000602205,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014284083,https://lhwei.gbv.de/DB=2/PPN?PPN=146300319,"Bartsch, Adam, von "
282,146300327,1816,"Geographie,Reisebeschreibungen,Europa,Italien,Spanien,Portugal,Kunst,Ästhetik,Bildende Kunst,Graphik",Bartsch Peintre Graveur Tom. 1-13. 9 Vol.,,18.03.1816,24.07.1816,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10259111-1,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000602205,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014284083,https://lhwei.gbv.de/DB=2/PPN?PPN=146300327,"Bartsch, Adam, von "
283,146300351,1816,"Kunst,Ästhetik,Bildende Kunst,Graphik,Malerei,Gruppendarstellungen",Bartsch Peintre Graveur Tom. 1-13. 9 Vol.,,18.03.1816,24.07.1816,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb11007389-9,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000602205,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014284083,https://lhwei.gbv.de/DB=2/PPN?PPN=146300351,"Bartsch, Adam, von "
284,14630036X,1816,"Kunst,Ästhetik,Bildende Kunst,Graphik,Malerei,Gruppendarstellungen",Bartsch Peintre Graveur Tom. 1-13. 9 Vol.,,18.03.1816,24.07.1816,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb11007390-7 ,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000602205,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014284083,https://lhwei.gbv.de/DB=2/PPN?PPN=14630036X,"Bartsch, Adam, von "
285,146300378,1816,"Kunst,Ästhetik,Bildende Kunst,Graphik",Bartsch Peintre Graveur Tom. 1-13. 9 Vol.,,18.03.1816,24.07.1816,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb11007391-2,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000602205,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014284083,https://lhwei.gbv.de/DB=2/PPN?PPN=146300378,"Bartsch, Adam, von "
286,146300386,1816,"Kunst,Ästhetik,Bildende Kunst,Graphik",Bartsch Peintre Graveur Tom. 1-13. 9 Vol.,,18.03.1816,24.07.1816,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb11007387-4 ,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000602205,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014284083,https://lhwei.gbv.de/DB=2/PPN?PPN=146300386,"Bartsch, Adam, von "
287,146300394,1816,"Geographie,Reisebeschreibungen,Europa,Italien,Spanien,Portugal,Kunst,Ästhetik,Bildende Kunst,Graphik",Bartsch Peintre Graveur Tom. 1-13. 9 Vol.,,18.03.1816,24.07.1816,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb11007393-3,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000602205,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014284083,https://lhwei.gbv.de/DB=2/PPN?PPN=146300394,"Bartsch, Adam, von "
288,146300408,1816,"Geographie,Reisebeschreibungen,Europa,Italien,Spanien,Portugal,Kunst,Ästhetik,Bildende Kunst,Graphik",Bartsch Peintre Graveur Tom. 1-13. 9 Vol.,,18.03.1816,24.07.1816,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb11007394-9,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000602205,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014284083,https://lhwei.gbv.de/DB=2/PPN?PPN=146300408,"Bartsch, Adam, von"
289,146300432,1818,"Geschichte,Bedeutende Historiker,Kunst,Ästhetik,Bildende Kunst,Graphik",Bartsch Peintre Graveur T. 16.,,14.07.1818,18.07.1818,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb11007397-5,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000606480,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014284483,https://lhwei.gbv.de/DB=2/PPN?PPN=146300432,"Bartsch, Adam, von "
290,146300440,1820,"Geographie,Reisebeschreibungen,Orient,Türkei,Palästina,Persien,Arabische Länder",Bartsch. Peintre Graveur T. 1-19. 15. Vol.,Erst in Ausleihjournal Loc A 35.12 Rückgabedatum vermerkt und ausgestrichen.,16.11.1820,27.01.1821,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb11007398-0 ,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000612960,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014285167,https://lhwei.gbv.de/DB=2/PPN?PPN=146300440,"Bartsch, Adam, von"
291,146300459,1820,"Geographie,Reisebeschreibungen,Orient,Türkei,Palästina,Persien,Arabische Länder",Bartsch. Peintre Graveur T. 1-19. 15. Vol.,Erst in Ausleihjournal Loc A 35.12 Rückgabedatum vermerkt und ausgestrichen.,16.11.1820,27.01.1821,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb11007399-0 ,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000612960,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014285167,https://lhwei.gbv.de/DB=2/PPN?PPN=146300459,"Bartsch, Adam, von "
292,146300467,1820,"Geographie,Reisebeschreibungen,Orient,Türkei,Palästina,Persien,Arabische Länder",Bartsch. Peintre Graveur T. 1-19. 15. Vol.,Erst in Ausleihjournal Loc A 35.12 Rückgabedatum vermerkt und ausgestrichen.,16.11.1820,27.01.1821,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb11007400-0 ,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000612960,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014285167,https://lhwei.gbv.de/DB=2/PPN?PPN=146300467,"Bartsch, Adam, von"
293,146457226,1815,"Kunst,Ästhetik,Archäologie,Klassische Archäolgie,Geographie,Reisebeschreibungen,Europa,Italien,Spanien,Portugal","[d'Agincourt] Voyage dans les Catacombes de Rome","In Ausleihjournal Loc A 35.9 aufgeführt in einem gemeinsamen Verzeichnis ""Ihro Excellenz Staatsminister von Goethe und Frau Geheimeräthin"".Im Ausleihjournal falsche Verfasserangabe.",30.12.1815,11.04.1816,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10080065-7,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000602198,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014284002,https://lhwei.gbv.de/DB=2/PPN?PPN=146457226,"Montor, Artaud, de"
294,146509811,1815,"Philosophie,Indisch,Indien,Mythologie",Kanne System der Indischen Mythe.,,17.04.1815,19.05.1815,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10254412-0 ,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000491181,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014283923,https://lhwei.gbv.de/DB=2/PPN?PPN=146509811,"Kanne, Johann Arnold"
295,146550668,1804,"Geschichte,Nationalgeschichte,europäische Geschichte,romanisch,Frankreich,Deutsche Geschichte,Deutsch,Frühe Neuzeit,1500-1648,Theologie,Kirchengeschichte,Reformation,Gegenreformation",Villers S. l. Reformation,Erst in Ausleihjournal Loc A 35.4 Rückgabedatum vermerkt und ausgestrichen.,09.08.1804,08.06.1805,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10450670-0 ,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000011031,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014281996,https://lhwei.gbv.de/DB=2/PPN?PPN=146550668,
296,146731670,1824,"NeuGriechisch,Griechisch,Literatur",Chants populaires de la Grèce moderne T. 1.,Rückgabe vor dem 12.12.1824 (kein Übertrag in Ausleihjournal Loc A 35.14).,31.07.1824,XX.XX.1824,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10712152-0,"
    https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000629606 ",https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014285737,https://lhwei.gbv.de/DB=2/PPN?PPN=146731670,
297,146973305,1797,,Herders Geist der Hebr. Poesie 1. 2 Th.,"Entleihung im April oder Mai 1797. - Entleihdatum zuerst: ""10 Apr. 97"", später Tagesdatum schwarz gestrichen und ersetzt durch ""Mense Apr. et Maio 97."" - Rückgabe vor dem 06.12.1797 (kein Übertrag in Ausleihjournal Loc A 35.2).",XX.04.1797,XX.XX.1797,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10411083-6 ,https://haab-digital.klassik-stiftung.de:443/viewer/image/1513411535/105/,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014281065,https://lhwei.gbv.de/DB=2/PPN?PPN=146973305,"Herder,  Johann Gottfried von "
298,146973321,1797,,Herders Geist der Hebr. Poesie 1. 2 Th.,"Entleihung im April oder Mai 1797. - Entleihdatum zuerst: ""10 Apr. 97"", später Tagesdatum schwarz gestrichen und ersetzt durch ""Mense Apr. et Maio 97."" - Rückgabe vor dem 06.12.1797 (kein Übertrag in Ausleihjournal Loc A 35.2).",XX.04.1797,XX.XX.1797,"http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10411084-2
",https://haab-digital.klassik-stiftung.de:443/viewer/image/1513411535/105/,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014281065,https://lhwei.gbv.de/DB=2/PPN?PPN=146973321,"Herder,  Johann Gottfried von "
299,147047250,1804,"Kunst,Ästhetik,Bildende Kunst,Numismatik",Sam̄l. berühmter Medailleurs,Erst in Ausleihjournal Loc A 35.4 Rückgabedatum vermerkt und ausgestrichen. ,19.06.1804,03.04.1805,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb11220755-2,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10000011031,https://haab-digital.klassik-stiftung.de:443/viewer/resolver?urn=urn:nbn:de:gbv:32-1-10014281989,https://lhwei.gbv.de/DB=2/PPN?PPN=147047250,
