id,year,keywords,imagenum,_verfasser,_ort,_titel,_umfang,_inhalt,_beilagen
KnF_1757-52,1757,"Flugschrift,Friede,Kriegsverlauf,Kriegsalltag",7,,1757,Deutlicher Kriegs- und Friedensspiegel bei Gelegenheit der Unruhen im heiligen deutschen römischen Reiche.,8 Seiten,"Schilderung der Besetzung Sachsens auf Basis des Berichtes, den der Gesandte Sachsens beim Reichstag, von Ponickau, am 16. September 1756 übergab;
Das arglose Sachsen, dessen Fürst ein „Friedensfürst“ ist, lässt sich nicht beunruhigen durch „Irrungen“ zwischen Österreich und Preußen; Reduzierung der sächsische Armee auf 14.000 Man beweist die Friedfertigkeit und die Ablehnung jeglicher Allianz; Erklärung der Neutralität; Konzentration preußischer Truppen bei Halle; Vertrauen auf das Natur- und Völkerrecht, die Gültigkeit des Landfriedens, das Kurfürstenkollegium und die Beachtung der Friedensverträge; aus dem zunächst angekündigten, der Reichsverfassung entsprechenden Durchmarsch preußischer Truppen wird ein eigenmächtiger Einmarsch; Unterhalt der preußischen Armee aus den Ressourcen Sachsens; Besetzung und Zahlungen Leipzigs; Ablehnung eines Neutralitätsabkommens durch Preußen; Besetzung Dresdens und dortigen kurfürstlichen Schlosses; Entmachtung der sächsischen Behörden und Übernahme der Verwaltung durch preußische Beamte; Aufbruch der Dresdner Geheimen Kabinettskanzlei; Unterbindung der  Korrespondenz zwischen dem Kurfürsten und seiner Gemahlin; Einschließung der sächsischen Armee sowie des Kurfürsten.
",
KnF_1757-53,1757,"Flugschrift,Schlacht,Gedicht,Briefwechsel,Preußen,Österreich",15,,1757,Zwey poetische Sendschreiben von dem durch die Kaiserl. Königl. Waffen den 18. Junii 1757. zu Chotzemitz wider den König von Preußen erfochtenen Siege.,8 Blatt,"Verherrlichung des österreichischen Sieges in der Schlacht bei Kolin (18. Juni 1757) als Erfolg, der alle bisherigen Niederlagen aufwiegt; Ruhmsucht und Stolz Friedrichs, Preußen baut auf den Erfolg seiner Waffen, darauf lässt sich aber kein stabiler Staat errichten; Aggression durch Preußen; Gottvertrauen auf der Seite Österreichs; Unrecht, List, Trug und Übermut beim Gegner; bisherige Niederlagen spornen die standhafte Maria Theresia zu verstärkten Anstrengungen an; Gott und Gerechtigkeit unterstützen Österreich; Tod des Grafen Schwerin, nicht Friedrich II und seine Armee erreichen Wien, sondern die in der Schlacht verlorenen Fahnen und Kanonen als Symbole der Niederlage Preußens.",
KnF_1757-54,1757,"Flugschrift,Streitschrift,Preußen",7,,1757,"L' Aggresseur, Prusias Et Thrason, Conte. Oder Der Aggreßor, Pruß und Thrax, Eine Erzählung.",4 Blatt,"Erzählung auf deutscher und französischer Sprache; Ausschnitt aus Demosthenes Philippische Rede (3) auf französischer und lateinischer Sprache; Auseinandersetzung zwischen Pruß und Thrax; zwei Feinde, die Frieden geschlossen haben; prekärer Frieden, und wenig Wille zum erhalten; Zusammentreffen der beiden endet in gewaltsamer Auseinadersetzung; Frage nach dem ursrpünglicher Angreifer; Auftauchen von Grotius; zeigt an, dass es schwer ist den Schuldigen zu bezeichnen; Auseinandersetzung mit Grund von Krieg und Frieden.",
KnF_1757-55,1757,"Flugschrift,Großbritannien,Polemik",15,,"Amsterdam, 1757","Nachricht von der überaus Lächerlichen Lebensart der Bergschotten, von welchen ein ansehnlich Corps zur Hannöverischen Armee stossen sollen.",15 Seiten,"Beschreibung der geographischen, klimatischen und sozialen Situation sowie der Gebräuche der Bevölkerung in den schottischen Highlands; die raue, wenig erschlossene Landschaft sowie das Wetter erschweren das Reisen und prägen das Leben der Einheimischen, Besteigung des Ben Nevis durch englische Offiziere; die Städte der Region bestehen aus wenigen, niedrigen und armseligen Holzhäusern; Ursprung der Bevölkerung vermutlich in Irland; klein an Gestalt sind die Schotten zwar gegenüber dem Wetter abgehärtet, jedoch durch ungesunde Ernährung häufig geschwächt; Bedeutung der Clans und deren Oberhäupter; allgemeine Armut unter der Bevölkerung; Hochadel; Rechtsprechung; Hochzeitsbräuche; Aberglauben; gegen die französische Armee wird das schottische Corps ähnlich den österreichischen Panduren agieren.",
KnF_1757-56,1757,"Flugschrift,Preußen,Schlacht,Gedicht,Panegyrik,Ruhm",16,,1757,Sammlung verschiedener Gedichte Auf Sr. jeztregierende Königl. Majestät in Preussen.,8 Blatt,"Zwölf Friedrich verherrlichende Gedichte; der König vereint in sich Wissenschaft, Künste, Gerechtigkeit und militärische Fähigkeiten, er ist Bauherr, Künstler, Gelehrter und gerechter Landesvater; Vergleich mit Caesar; durch die Konvention von Westminster sichert Friedrich Ruhe und Frieden im Reich, der Österreich sowie durch Frankreich und dessen überseeischen Zielen gefährdet wird; beide Länder streben vereint die „fünffte Monarchie“ an; Besetzung Sachsen sowohl zu dessen Schutz als auch zu dem der preußischen Territorien; Friedrich  beschirmt die Verfassung und die Gesetze des Reiches; Lob auf die Erfolge in den Schlachten von Lobositz, Mollwitz, Friedberg, Soor, Kesselsdorf und Chotusitz.","„Gedancken vom König“
„Atropos Reise nach Berlin“
„Auf die preiswürdige Regierung Friedrichs des Grossen“
„Auf des Königs viele Geschäfte zugleich“
„Auf die mit Engelland getroffene Vergleichs-Puncte gegen Frankreich“
„Bey der Sächsischen Invasion Anno 1756“
„Auf die Schlacht bey Loboschiz“
„Auf eben diese Schlacht“
„Auf die vorige Schlacht“
„Wunsch an den König“
„Auf den König“
„Auf das Königl. Preußische Heer am Gedächt-Tage der Schlacht bey Chotuschiz“
"
KnF_1757-57,1757,"Flugschrift,Ruhm,Preußen,Gedicht",3,,[1757],Stances  Irrégulieres Sur Le Camp Du Roy De Prusse.,2 Blatt,"Gedicht auf französischer Sprache; elf Strophen; unregelmäßige Versanzahl, unregelmäßiges Reimschema und Metrum; Lyrisches Ich wendet sich direkt an Friedrich als ""mein König""; Lobgedicht über Friedrichs II. Kriegsführung; Krieg als Kunst; Leitmotiv ist Kriegskunst; Friedrich als Vorbild, Vergleich mit (griechischer(Ares und Appoll?) Göttlichkeit); Krieg führt zu Ruhm und Erinnerung.",
KnF_1757-58,1757,"Flugschrift,Gedicht,Preußen,Ruhm",3,"Kleist, Ewald Christian von",1757,"Ode an die Preußische Armee. Verfertigt von dem Herrn v. K. dem Verfasser des Frühlings, im Böhmischen Lager. April 1757.",2 Blatt,"Loblied auf die preußische Armee; Sieger über unzählige, vom Neid bewegte und aus allen Himmelsrichtungen herandrängende Feinde, aus dem Norden und Osten drohen „Barbaren und Ungeheuer“; unter der Führung Friedrichs II. und der Gerechtigkeit wird die Armee dennoch alle Feinde besiegen; die Nachkommen werden sie mehr Verehren als die Heere Roms und Friedrich mehr als Caesar; Aufforderung an die Soldaten, sich aller Übergriffe auf Zivilisten zu enthalten; Hoffnung auf endgültigen Erfolg und eigenen militärischen Ruhm.",
KnF_1757-59,1757,"Flugschrift,Sachsen,Streitschrift,Reskript",3,,1757,"Allergnädigstes Rescript Sr. Königl. Majest. von Pohlen und Churfl. Durchl. zu Sachsen an den Magistrat zu Zittau, da die arme Stadt bey ihrem beklagenswürdigsten Unglück noch von Uebelgesinnten den Vorwurff leiden sollen, daß sie sich dieses Unglück durch Untreue an ihrem Landes-Herrn selbst mit zugezogen haben sollte. Um sich durch dieses Königliche Schreiben bey denen Uebelgesinnten zu rechtfertigen.",2 Blatt,"Reskript des Sächsischen Kurfürsten vom 13. August 1757 in dem dieser die gegen die Stadt erhobenen Vorwürfe wegen Untreue zurückweist; Veröffentlichung des Zittauer Magistrats vom 4. September; 23. Juli 1757 durch österreichische Armee verursachter Brand in der Stadt; hohe Opferzahlen unter den Einwohnern  und Beeinträchtigung der Textilproduktion; Ankündigung eines landesherrlichen Kredits, der aufgrund fehlender eigener Finanzen in „auswärtigen“ Orten aufgenommen werden soll; Landeshauptmann der Oberlausitz, Graf zu Solms, soll die Einwohner beim Wiederaufbau unterstützen.",
KnF_1757-6,1757,"Flugschrift,Österreich,Preußen,Schlacht,Kriegsverlauf",7,,"Lissabon, [1757]","Noticia Das Vitorias, Que Os Austriacos tem alcançado contra os Prussianos, Aonde se referem todas as acçoens que se tem obrado na Alemanha, desde o levantamento do sitio da Praça de Olmutz até o prezente.",7 Seiten,"Nachrichten über den Verlauf des Krieges im Reich; Beschreibung der Manöver und Gefechte der österreichischen und preußischen Truppen in Mähren ab Juli 1757; 3 Marschkolonnen der preußischen Armee unter der Führung des Königs, des Fürsten von Anhalt-Dessau und des General Fouquet; Überfälle auf und Kämpfe um Lebensmittelkonvois; Bewegungen der Schweden in Pommern und der Russen in Ostpreußen; Prinz Heinrich in Sachsen.",
KnF_1757-60,1757,"Flugschrift,Preußen,Sachsen,Rechtsfrage,Konfession,Replik",23,,"Erfurt, 1757","Anmerckungen über die Beantwortung der Sächsischen Schrift, welche unter dem Titel: die Gerechte Sache Chur-Sachsens neulich im Druck erschienen.",24 Seiten,"Beleidigung der Würde des Kurfürsten und seiner Gemahlin durch die Öffnung des Dresdner Geheimen Kabinetts; die Umstände, unter denen der König vorher in den Besitz von Abschriften der sächsischen diplomatischen Korrespondenz gelangte, sind ehrenrührig; Zweifel an der Echtheit der im Memoire raisonné veröffentlichten Dokumente; Betonung des Rechtes auf Schutzmaßnahmen gegen den aggressiven und „eroberungssüchtigen“ Nachbarn Preußen entsprechend des „allgemeinen Staats-Rechts“ und der „vernünftigen Staats-Kunst“; als Reichsstand hat Sachsen das Recht Bündnisse sowohl mit anderen Reichständen als auch mit fremden Staaten einzugehen, solange sich die Verträge nicht gegen Reichsgesetze (v. a. den Landfrieden) richten; die im Memoire raisonné veröffentlichten Dokumente beweisen die Schutzabsichten Sachsens; aufgrund der Neutralität des Landes war die sächsische Armee nicht zur Unterstützung der preußischen verpflichtet; Zurückweisung der „Vermutung“, wonach man die gegen Preußen gerichtete Politik des Wiener Hofes unterstützt habe und plante, sich auf dessen Seite zu stellen; „Vermutungen“ berechtigen nicht zum Angriff; Preußen beansprucht für sich das Recht zur „Selbsterhaltung“, ohne es Sachsen zuzugestehen; die Besetzung des Landes und die sich anschließenden Maßnahmen stehen im Widerspruch zu der Ankündigung, das Land als „depositum“ behandeln zu wollen; Beschwerde über die Entmachtung der legitimen Regierung und die Verwaltung des Landes durch das preußische Generalfeldkriegsdirektorium; Zurückweisung der preußischen Erklärung, wonach man zum Schutz der protestantischen gefährdeten Religion kämpfe als Maskerade: das katholische Herrscherhaus Sachsens hat zu keiner Zeit geplant, einen Glaubenswechsel ihrer protestantischen Untertanen zu erzwingen.",
KnF_1757-61,1757,"Flugschrift,Zeitung,Großbritannien,Österreich,Russland,Deutschland,Frankreich",5,,"Köln, 1757","Gazette De Cologne: Avec Privilege De Sa Majeste Imperiale. Du Mardy, 25 Janvier 1757. Supplement A La Gazette De Cologne. Du Vendredy, 28 Janvier 1757.",3 Blatt,"Ausgabe: 25. Januar 1757, mit Meldungen aus St. Petersburg, Prag, London, Marseille, Paris, Den Haag, Wien, Regensburg, Köln und Frankfurt a. M. vom 3. bis 24. Januar 1757; 
informiert wird u. a. über Gottesdienste in Paris, Wien und Köln, über die Reise des Grafen Teschernitschews nach Dresden, die Korrespondenz zwischen dem sächsischen Kurfürsten und seiner Tochter, der Gemahlin des Dauphins; geplanter Gefangenaustausch und Truppenbewegungen in Böhmen; Fortsetzung des Prozesses gegen den Admiral Byng; Veränderungen in der Organisation der französischen Armee; Unsicherheit ob sich die Niederlande zu einer Stärkung ihrer Marine und des Heers entscheiden; Ludwig von Angelelli stellt in Merseburg ein Freibataillon auf
der Supplementteil gehört nicht zur Ausgabe der Zeitung vom 25. Januar 1757, sondern zur Ausgabe Nr. 8 des Jahres 1757 vom 28. Januar 1757.

",
KnF_1757-62,1757,"Flugschrift,Replik,Natur- und Völkerrecht,Rechtsfrage,Kriegsschuldfrage,Preußen,Österreich,Sachsen",67,,1757,"Ungrund des Memoire Raisonne, und derer aus den angefügten so genannten Pieces Justificatives geführten Beweisthümer von den gefährlichen Anschlägen der Wiener und Dreßdner Höfe wider Se. Preußische Majestät, aus Unumstößlichen Gründen des allgemeinen Völker- und aus Tractaten gezogenen Europäischen Staatsrechts überzeugend vor Augen geleget. Der vollständigen Beantwortung Preußischer Schriften Zweytes Stück.",60 Seiten,"Ausführliche Auseinandersetzung mit der Argumentation im Memoire raisonné und der Interpretation der dort veröffentlichten Dokumente der diplomatischen Korrespondenz zwischen Rußland, Österreich und Sachsen; die Dokumente beweisen die von Preußen unterstellten feindlichen Absichten nicht; Friedrich II. kann sich demnach nicht auf einen „Defensivkrieg“ zum Erhalt seiner Territorien berufen; Naturrecht erlaubt Notwehr nur bei offensichtlicher Gefahr, nicht aufgrund von Vermutungen; Verteidigung des Leipziger Teilungsvertrages (1745) und des Petersburger Vertrages (1746) als Defensivallianz zum Schutz vor der preußischen „Übermacht“; letztere stellt keinen Bruch des Dresdner Friedens (1745) dar; Neutralität Sachsens; Besetzung des Landes um dessen Ressourcen für den von Preußen geführten Krieg zu nutzen; die preußischen Maßnahmen im Land verletzen das Natur- und Völkerrecht sowie die Gesetze des Krieges, da Sachsen und Preußen offiziell sich nicht im Krieg miteinander befinden.",
KnF_1757-63,1757,"Flugschrift,Preußen,Rechtsfrage,Kriegsschuldfrage",45,"[Maubert de Gouvest, Jean Henri]",1757,Gedancken eines Schweizers über die Ursachen des gegenwärtigen Kriegs.,46 Seiten,"Friedrich II. verwendet den Glauben, um Feindschaft zu schüren, er sollte durch die protestantischen Reichsstände keine Unterstützung erfahren und die Gläubigen sollten den Verlautbarungen nicht glauben, wonach es sich beim gegenwärtigen Krieg um eine religiöse Auseinandersetzung handele; die protestantische Religion ist nicht in Gefahr; Friedrich II. setzt eine zukünftige Bedrohung voraus, er unternimmt alles, damit diese Wirklichkeit wird; ein Blick auf die Lage in den Ländern seiner Herrschaft offenbart deren wahren Charakter: „Tyrannei“ und „Sclaverey“; Preußen ist ein „Kriegsstaat“: alles und jeder ist den Bedürfnissen des Militärs unterworfen (Gesellschaft, Verwaltung, Justiz und Wirtschaft); Kantonsystem: für die königlichen Regimenter bestimmte Kantonisten sind Sklaven schon bei Geburt, in Schlesien fliehen die Menschen, um sich diesem System zu entziehen; der Aufstieg Preußens zur Großmacht in kurzer Zeit beruht v. a. auf militärischen Erfolgen; Bündniswechsel und Vertragsbrüche: immer gilt der eigene Vorteil; teilweise gewaltsame Werbungen im gesamten Reich; bei Widerstand richtet sich „Strafmaßnahmen“ auch gegen protestantische Reichsstände (Mecklenburg); Verhalten gegenüber Großbritannien; Aufkauf der sächsischen Steuerzettel; Preußen bemüht sich, Europa und das Osmanische Reich gegen den Wiener Hof in Position zu bringen; Bündnis Frankreichs und Österreichs; Erklärungen des Wiener Hofes hinsichtlich seiner Rüstungen waren ausreichend, die preußischen Verlautbarungen hingegen sind falsch und verlogen; Friedrich durfte in Sachsen lediglich einen ungehinderten Durchmarsch seiner Truppen fordern; die Besetzung des neutralen Sachsen ist illegal, sie kann weder mit dem angeblichen Besitz von Abschriften später veröffentlichter Dokumente, noch mit diesen selbst legitimiert werden; Petersburger Vertrag (1746) ist als Defensivallianz zu betrachten.",
KnF_1757-64,1757,"Flugschrift,Gedicht,Preußen,Kriegsbild,Panegyrik",7,,"Halle, 1757","Der Krieg, Oder Die Empfindungen eines Christen bey dem Kriege. Eine Ode.",4 Blatt,"poetische Empfindungen eines Christen angesichts der wenig christlichen Umstände eines Krieges; Erlöschen des zivilen Lebens und aller Freuden; überall sieht ein Christ menschliches Leid und Verzweiflung; Klage um die Toten; Gott bestimmt auch diese Zeitläufte nach seinem Plan, der sich der menschlichen Kenntnis entzieht; sicher ist hingegen das Ewige Leben, das himmlische Jerusalem wird dieser Krieg nicht zerstören.",
KnF_1757-65,1757,"Flugschrift,Predigt,Preußen,Schlacht",19,"Formey, Jean Henri Samuel",1757,"Predigt, bey Gelegenheit des Sieges bey Prag. Zu Berlin in der Kirche auf der Friedrichstadt, am Sonntage Rogate den 15ten des Maymonats, Nachmittage gehalten von Herrn Prof. Formey, Diener des göttl. Wortes, und der Königl. Akademie der Wissenschaften beständigen Secretärs. Aus dem Französischen übersetzt.",20 Seiten,"Gottesdienst der reformierten Gemeinde Berlins anlässlich der preußischen Sieges bei Prag (6. Mai 1757); Predigt zu Psalm 68 Vers 12; Gott hat den Menschen mit der Fähigkeit zum Reden geschaffen; aber worüber und wie sollten sie nicht sprechen: 
über Staatsangelegenheiten und Kriegsereignisse, da sich diese der Einsicht der meisten entziehen, Reden ohne Ehrfurcht vor Regierungen; worüber und wie gesprochen werden sollte: zum Lob Gottes sowie mit Vertrauen auf Gott und reinem Herzen; 
Aufforderung zur Barmherzigkeit gegenüber Armen, Bedrängten und Kriegsopfern; Danksagung für den Sieg, den Erhalt des Königs und den Schutz der königlichen Familie; 
Härte der Schlacht, persönlicher Mut des Königs, Tod des Grafen Schwerin.
",
KnF_1757-66,1757,"Flugschrift,Theaterstück,Kriegsalltag",31,"[Grüne, Johann Georg], [Decker, Georg Jakob]",1757,Ernsthaftes und vertrauliches Bauren-Gespräch gehalten im Schultzen-Gerichte zu R. und W.,32 Seiten,"Satire auf den Konflikt zwischen Maria Theresia und Friedrich II. als Streit zwischen Bauern um einen Garten; der Zustand des neuen Gartens (Schlesien) von Naber Flinck erweckt den Neid der Muhme Tillack; diese begründet ihren Anspruch auf das Stück Land mit ihrem Vater und Großvater, die die Früchte des Gartens bereits genossen hätten; aber Naber Flinck hat den Garten nicht nur zum Blühen gebracht, er hat ihn auch umzäunt und verfügt zudem über Unterstützung durch tatkräftige Männer; da Muhme Tillack allein wenig erreichen wird, beginnt die Suche nach Unterstützern, die findet sie in Bauern, welche sich Vorteile vom Wechsel des Gartenbesitzers versprechen (Freibier, Teile eines Hopfengartens); Teile der getroffenen Vereinbarungen werden aus Furcht vor der Reaktion Flincks geheim gehalten; die sich anschließenden Ereignisse nehmen bilden das politische Geschehen ab.",
KnF_1757-67,1757,"Flugschrift,Preußen,Rechtsfrage,Kriegsschuldfrage",31,"[Maubert de Gouvest, Jean Henri]","Zürich, 1757",Betrachtungen eines Schweizers über die Bewegungsgründe des gegenwärtigen Krieges.,32 Seiten,"Friedrich II. verwendet den Glauben, um Feindschaft zu schüren, er sollte durch die protestantischen Reichsstände keine Unterstützung erfahren und die Gläubigen sollten den Verlautbarungen nicht glauben, wonach es sich beim gegenwärtigen Krieg um eine religiöse Auseinandersetzung handele; die protestantische Religion ist nicht in Gefahr; Friedrich II. setzt eine zukünftige Bedrohung voraus, er unternimmt alles, damit diese Wirklichkeit wird; ein Blick auf die Lage in den Ländern seiner Herrschaft offenbart deren wahren Charakter: „Tyrannei“ und „Sclaverey“; Preußen ist ein „Kriegsstaat“: alles und jeder ist den Bedürfnissen des Militärs unterworfen (Gesellschaft, Verwaltung, Justiz und Wirtschaft); Kantonsystem: für die königlichen Regimenter bestimmte Kantonisten sind Sklaven schon bei Geburt, in Schlesien fliehen die Menschen, um sich diesem System zu entziehen; der Aufstieg Preußens zur Großmacht in kurzer Zeit beruht v. a. auf militärischen Erfolgen; Bündniswechsel und Vertragsbrüche: immer gilt der eigene Vorteil; teilweise gewaltsame Werbungen im gesamten Reich; bei Widerstand richtet sich „Strafmaßnahmen“ auch gegen protestantische Reichsstände (Mecklenburg); Verhalten gegenüber Großbritannien; Aufkauf der sächsischen Steuerzettel; Preußen bemüht sich, Europa und das Osmanische Reich gegen den Wiener Hof in Position zu bringen; Bündnis Frankreichs und Österreichs; Erklärungen des Wiener Hofes hinsichtlich seiner Rüstungen waren ausreichend, die preußischen Verlautbarungen hingegen sind falsch und verlogen; Friedrich durfte in Sachsen lediglich einen ungehinderten Durchmarsch seiner Truppen fordern; die Besetzung des neutralen Sachsen ist illegal, sie kann weder mit dem angeblichen Besitz von Abschriften später veröffentlichter Dokumente, noch mit diesen selbst legitimiert werden; Petersburger Vertrag (1746) ist als Defensivallianz zu betrachten.",
KnF_1757-68,1757,"Flugschrift,Geschichte als Argument,Preußen,Österreich,Rechtsfrage,Streitschrift",11,"[Carrach, Jo(ann Philipp)]","ohne Impressum, [1757]","Kurzer doch Gründlicher Beweis, daß das Königreich Böhmen Sr. Königl. Majestät in Preussen zustehe.",11 Seiten,"Ausführungen und kurzer Stammbaum der Nachkommen Kaiser Albrechts II. und dessen Gemahlin Elisabeth von Luxemburg die den Erbanspruch der Kurfürsten von Brandenburg auf das Königreich Böhmen beweisen sollen; laut den böhmischen, in der Goldenen Bulle bestätigten Erbschaftsregeln Böhmens sind Töchter im Fall des Aussterbens im Mannesstamm erbberechtigt; auch hier gilt Primogenitur und damit der Erbanspruch Annas und nicht der ihrer jüngeren Schwester Elisabeth; Margarete, eine der beiden Töchter Annas heiratet den Brandenburger Kurfürsten Joachim Cicero; die Tochter Vadislavs (II.) und Enkelin Elisabeths vermählt sich mit dem Erzherzog Ferdinand (Kaiser Ferdinand I.); die Wahl Vladislavs 1471 zum König Böhmens übergeht den Anspruch Margaretes, der damit aber nicht erlischt, vielmehr geht er auf ihre Nachkommen über.",
KnF_1757-7,1757,"Flugschrift,Predigt,Schlacht,Preußen,Panegyrik",23,"Burg, Johann Friedrich","Breslau: Korn, [1757]","Siegs- und Danck-Predigt, wormit über den am 5. December 1757. von Seiner Königlichen Majestät in Preussen zwey Meilen von Breßlau erfochtenen ausserordentlich grossen Sieg, und darauf am 21. December erfolgten glorreichen Einzug in dieser Dero Königlichen Haupt- und Residenz-Stadt, den 22. December dieses Jahres, in allerhöchster persönlicher Gegenwart Seiner Königlichen Majestät bey dem darüber allergnädigst angeordneten Danckfeste, die Evangelische Gemeine in Breßlau in der Hauptkirche zu S. Elisabeth aus Psalm 21. V. 2. 3. 4. zum inbrünstigen Preise des HErrn der Heerscharen in tieffster Ehrfurcht erwecket worden von Johann Friedrich Burg, Königl. Ober-Consistorialrath, der Evang. Kirchen und Schulen Inspector.",23 Seiten,"In Breslau anlässlich des preußischen Erfolges bei Leuten am 22. Dezember 1757 gehaltene Sieges- und Dankpredigt über den 21. Psalm Davids, Verse 2, 3 u. 4 über erfolgreiche Herrscher und ihr Verhältnis zu Gott; Könige bekommen ihre Macht von Gott als ein „Lehen“ verliehen; ihre „Wünsche“ sollten dessen Absichten entsprechend der Wohlfahrt der Untertanen und des Landes gelten, die „Freude“ über ihr Amt der Möglichkeit zum „allgemeinen Helfen“; die Untertanen beten für die günstige Aufnahme derartiger „Wünsche“  und um deren Erfüllung zu Gott; der Sieg bei Leuthen über die wesentlich größere österreichische Armee ist untrügliches Zeichen für die göttliche Unterstützung und Gnade; der Sieg zeigt, dass es sich bei den „Wünschen“ Friedrichs II. um „gerechte“ handelt, wie selbst die Feinde dem Ausgang der Schlacht entnehmen können; Schlachtensiege sind in dieser Hinsicht weitere „Kronen“ für den König, der in diesem Krieg keine Eroberungsabsichten verfolge; Dank für den Sieg und Bitte um den weiteren Schutz Gottes für Friedrich II., als einem gerechten und weisen Herrscher.",
KnF_1757-8,1757,"Flugschrift,Gedicht,Schlacht,Preußen,Österreich",7,"Roschmann-Hörburg, Cassian Anton v.","Wien, Prag, Triest: Trattner, [1757]","Ode auf die Niederlage der Preußen in Böhmen am 18. des Brachmonats 1757. bey Gelegenheit des zu Insbruck gehaltenen Freuden- und Dankfestes verfertiget von Cassian Anton Roschmann, J. U. Stud. auf der dortigen hohen Schule.",4 Blätter,"18strophiges Heldengedicht anlässlich des Innsbrucker Freuden- und Dankfestes wegen des Sieges der österreichischen Truppen bei Kolin (18. Juni 1757); Friedrichs II. Vormarsch bis Böhmen und die Schlacht werden mit dem bis dahin unaufhaltsamen  Flug des zu hoch gestiegenen „fremden Adlers“ (Preußen), der durch den „ächten Adler“, den Doppeladler des Heiligen Römischen Reiches und der Habsburger, beendet wird;
Friedrich ist ein Herrscher eines „erkriegt[en]“ Reiches, welches er weiter vergrößern möchte und so den Frieden im Reich stört; die von ihm durchzogenen Länder sind „entvölkert“ und verheert; Kämpfe an der Elbe, an der Moldau (Prag) und im Gebirge: überall Tod und Verderben; niemand scheint ihn aufhalten zu können; seine Herrschaft beruht auf Toten, Stahl und Blut, seine Untertanen sind Sklaven; doch Gott und Vorsehung schützen die gerechte Herrschaft Maria Theresias und ihren Thron; den tapferen österreichische Truppen unter der Führung Dauns gelingt der Sieg; Daun erhält den Lorbeer, die Preußen müssen die Belagerung Prags aufgeben.
",
KnF_1757-9,1757,"Flugschrift,Predigt,Schlacht,Panegyrik",23,"Decker, Johann Christoph","Berlin: Voß, [1757]","Dank-Rede welche für den am 6ten May 1757 unter höchst eigener Anführung Sr. Königl. Majest. in Preussen Friedrich des Zweiten, über die sehr zahlreiche und auf das vortheilhafteste fast unter den Canonen von Prag gestandene Oesterreichische Armee höchst rühmlich erfochtenen Sieg am 8ten May 1757. im Lager von Prag gehalten worden von M. Johann Christoph Decker Königl. Preuß. Feld-Probst, Assessor des Krieges=Consistorii, Feldprediger der Königl. Garde, auch Hof- und Garnison-Prediger zu Potsdam und erster Inspektor des grossen Königl. Waisenhauses daselbst.",23 Seiten,"Dankrede vom 8. Mai 1757 anlässlich des preußischen Sieges bei Prag (6. Mai 1757) mit Bezug auf Jesaja Kapitel Kapitel VIII, Vers 9 und 10; Vergeblichkeit menschlicher Pläne und Bündnisse (König Ahas u. Assyrer; Syrer u. Israeliten), wenn diese der Absicht Gottes zuwiderlaufen; der durch Jesaja als „Immanuel“ prophezeite Messias ist Jesus Christus und lässt sich als „Gott mit uns“ übersetzen; durch ihn ist die Menschheit mit Gott versöhnt und kann auf dessen Beistand hoffen; große Mächte haben sich gegen Preußen zu dessen Teilung verabredet; aber Gott hat den König gestärkt und ihm den weisen „Anschlag“ gegeben, den Feinden zuvorzukommen, und damit die Pläne seiner Feinde zerschlagen; Gottes Hilfe und Wirken ist nicht nur während der Schlacht, sondern bereits am Marsch nach Böhmen erkennbar; Schilderung einzelner Momente und der topographischen Gegebenheiten der Schlacht, Feinde sind mutlos oder „mit Blindheit geschlagen“; selbst das Wetter ist mit der preußischen Armee; Klage um die vielen Opfer, der Tod des Grafen Schwerin, der „Methusalems Jahre wehrt war“, wird besonders hervorgehoben; Dank für die Hilfe Gottes; Dank für einen mehr auf den Schutz seiner Staaten als die eigene „Bequemlichkeit“ und Sicherheit bedachten König; Dank und Bitte um Schutz für Friedrich,  dessen Brüder, die Generalität sowie die gesamte Armee; Gott ist „Heerführer“ der preußischen Armee.",
KnF_1758-1,1758,"Flugschrift,Predigt,Schlacht,Preußen,Ruhm",51,,"Potsdam: Bauer, [1757]","Wahrer Christen und treuer Untertahnen schuldige und nöthige Pflicht, bey dem glücklichen Fortgang der Waffen ihres Königes und Seiner herrlichen Siege, in einer feierlichen Dank- und Sieges-Predigt wegen des Größten und Herrlichsten Sieges des Königes, über die Ganze Oesterreichische Armee, am Sontage Rogate den 15. May 1757, als am Höchstverordneten Dank- und Sieges-Fest, über I Timotheum II, I. 2. in der Heiligen Geist Kirche zu Potsdam vorgetragen, von Ernst Wentzelmann Königl. Preußischen Inspector und Pastor an gemeldter Kirche.",48 Seiten,"Dank- und Siegespredigt anlässlich des preußischen Sieges in der Schlacht bei Prag (6. Mai 1757) anhand von I. Timotheus 2, Vers 1 bis 2; Sieg über die gesamte österreichische Armee und „ihre Mitverschworne“ mit Hilfe Gottes; der „arglistig[e] und mörderische „Feind“ ist an Zahl weit überlegen (150.000 gegen 80.000 Mann); nur einem Herr wie dem preußischen war dieser Sieg möglich; Schilderung der Schlacht; Sieg zeigt die Unterstützung durch Gott und damit die Gerechtigkeit des preußischen Handelns; Danksagung und Fürbitte für die Obrigkeit, die den Untertanen ein sicheres Leben ermöglicht; ihre Unterstützung sollen diese durch Gebete zeigen; Fürbitte für die Hinterbliebenen der in der Schlacht gefallenen; Bitte um einen dauerhaften Frieden und um „Besserung“ der Feinde, auf dass diese von ihren Plänen ablassen.",
